   2.0040080e-04   7.4868008e+00   2.5997202e-06
   2.0040080e-04   1.0523285e+01   1.3158807e-06
   2.0040080e-04   9.1059364e+00   1.7573972e-06
   2.0040080e-04   1.0212751e+01   1.3971198e-06
   3.0060120e-04   6.9141918e+00   3.0481499e-06
   3.0060120e-04   1.1767883e+01   1.0522586e-06
   3.0060120e-04   8.7298772e+00   1.9120661e-06
   3.0060120e-04   8.8509918e+00   1.8600957e-06
   4.0080160e-04   6.3350123e+00   3.6309832e-06
   4.0080160e-04   1.2954827e+01   8.6827224e-07
   4.0080160e-04   8.3125200e+00   2.1088892e-06
   4.0080160e-04   7.4613197e+00   2.6175070e-06
   5.0100200e-04   5.7590781e+00   4.3935262e-06
   5.0100200e-04             NaN             NaN
   5.0100200e-04   7.9034665e+00   2.3328345e-06
   5.0100200e-04             NaN             NaN
   6.0120240e-04             NaN             NaN
   6.0120240e-04             NaN             NaN
   6.0120240e-04   7.2103747e+00   2.8028734e-06
   6.0120240e-04             NaN             NaN
   7.0140281e-04             NaN             NaN
   7.0140281e-04             NaN             NaN
   7.0140281e-04   6.5337904e+00   3.4134124e-06
   7.0140281e-04             NaN             NaN
   8.0160321e-04             NaN             NaN
   8.0160321e-04             NaN             NaN
   8.0160321e-04             NaN             NaN
   8.0160321e-04             NaN             NaN
   2.0040080e-04             NaN             NaN
   2.0040080e-04             NaN             NaN
   2.0040080e-04             NaN             NaN
   2.0040080e-04             NaN             NaN
   3.0060120e-04             NaN             NaN
   3.0060120e-04             NaN             NaN
   3.0060120e-04             NaN             NaN
   3.0060120e-04             NaN             NaN
   4.0080160e-04             NaN             NaN
   4.0080160e-04             NaN             NaN
   4.0080160e-04             NaN             NaN
   4.0080160e-04             NaN             NaN
   5.0100200e-04   1.5296333e+01   6.2279410e-07
   5.0100200e-04   7.4362967e+00   2.6351525e-06
   5.0100200e-04   1.1485174e+01   1.1046992e-06
   5.0100200e-04   4.9822009e+00   5.8705216e-06
   6.0120240e-04             NaN             NaN
   6.0120240e-04   6.9983567e+00   2.9752743e-06
   6.0120240e-04   9.8026568e+00   1.5164621e-06
   6.0120240e-04   5.2577604e+00   5.2712982e-06
   7.0140281e-04             NaN             NaN
   7.0140281e-04   7.4568723e+00   2.6206303e-06
   7.0140281e-04   8.1240288e+00   2.2078840e-06
   7.0140281e-04   5.5968799e+00   4.6518659e-06
   8.0160321e-04             NaN             NaN
   8.0160321e-04   8.6707757e+00   1.9382208e-06
   8.0160321e-04   6.6402818e+00   3.3048073e-06
   8.0160321e-04   5.4730289e+00   4.8647854e-06
   9.0180361e-04             NaN             NaN
   9.0180361e-04             NaN             NaN
   9.0180361e-04   5.1593015e+00   5.4744104e-06
   9.0180361e-04   5.3538547e+00   5.0837713e-06
   1.0020040e-03             NaN             NaN
   1.0020040e-03             NaN             NaN
   1.0020040e-03   3.6518550e+00   1.0926778e-05
   1.0020040e-03   5.2213220e+00   5.3451292e-06
   1.0020040e-04             NaN             NaN
   1.0020040e-04             NaN             NaN
   2.0040080e-04   4.9131322e+00   6.0367371e-06
   2.0040080e-04   7.5668018e+00   2.5450390e-06
   3.0060120e-04   4.9633418e+00   5.9152186e-06
   3.0060120e-04   7.1802865e+00   2.8264129e-06
   4.0080160e-04   5.0928611e+00   5.6181781e-06
   4.0080160e-04   6.8681866e+00   3.0891215e-06
   5.0100200e-04   5.2223862e+00   5.3429511e-06
   5.0100200e-04             NaN             NaN
   6.0120240e-04   4.6118069e+00   6.8513624e-06
   6.0120240e-04             NaN             NaN
   7.0140281e-04   4.0177184e+00   9.0273479e-06
   7.0140281e-04             NaN             NaN
   8.0160321e-04   3.4456659e+00   1.2273624e-05
   8.0160321e-04             NaN             NaN
   2.0040080e-04   1.0198587e+01   1.4010033e-06
   2.0040080e-04   6.7373701e+00   3.2102463e-06
   3.0060120e-04   8.9883142e+00   1.8036932e-06
   3.0060120e-04   6.2187327e+00   3.7680389e-06
   4.0080160e-04   8.0042602e+00   2.2744520e-06
   4.0080160e-04   5.9516124e+00   4.1138635e-06
   5.0100200e-04   7.3843366e+00   2.6723676e-06
   5.0100200e-04             NaN             NaN
   1.0020040e-04             NaN             NaN
   1.0020040e-04             NaN             NaN
   2.0040080e-04   1.1820359e+01   1.0429364e-06
   2.0040080e-04   1.0307115e+01   1.3716552e-06
   3.0060120e-04   1.1623981e+01   1.0784732e-06
   3.0060120e-04   1.1246848e+01   1.1520133e-06
   4.0080160e-04   1.1394198e+01   1.1224103e-06
   4.0080160e-04   1.2047676e+01   1.0039511e-06
   2.0040080e-04   1.7201658e+01   4.9246862e-07
   2.0040080e-04   9.1059631e+00   1.7573869e-06
   3.0060120e-04   1.6712888e+01   5.2169435e-07
   3.0060120e-04   9.4550521e+00   1.6300139e-06
   4.0080160e-04   1.6225998e+01   5.5347284e-07
   4.0080160e-04   9.8045552e+00   1.5158749e-06
   5.0100200e-04             NaN             NaN
   5.0100200e-04   1.0154430e+01   1.4132145e-06
   6.0120240e-04             NaN             NaN
   6.0120240e-04   1.0585044e+01   1.3005704e-06
   7.0140281e-04             NaN             NaN
   7.0140281e-04   1.1015761e+01   1.2008539e-06
   8.0160321e-04             NaN             NaN
   8.0160321e-04   1.1446570e+01   1.1121629e-06
