   2.0040080e-04   6.6312603e+00   3.3138055e-06
   2.0040080e-04   4.1482351e+00   8.4682260e-06
   2.0040080e-04   3.4176196e+00   1.2475895e-05
   3.0060120e-04   5.9073605e+00   4.1757280e-06
   3.0060120e-04   4.0508658e+00   8.8802144e-06
   3.0060120e-04   3.3865913e+00   1.2705553e-05
   4.0080160e-04   5.1884979e+00   5.4129732e-06
   4.0080160e-04   3.9564566e+00   9.3090714e-06
   4.0080160e-04   3.3762278e+00   1.2783674e-05
   5.0100200e-04   4.2489344e+00   8.0715902e-06
   5.0100200e-04   3.6556270e+00   1.0904240e-05
   5.0100200e-04   3.4374089e+00   1.2332660e-05
   6.0120240e-04   3.1793537e+00   1.4415891e-05
   6.0120240e-04   3.2242292e+00   1.4017396e-05
   6.0120240e-04   3.3596271e+00   1.2910320e-05
   7.0140281e-04   2.6001110e+00   2.1554372e-05
   7.0140281e-04   3.0716709e+00   1.5444356e-05
   7.0140281e-04   3.2706136e+00   1.3622621e-05
   8.0160321e-04   2.0208684e+00   3.5681499e-05
   8.0160321e-04   2.9397071e+00   1.6862076e-05
   8.0160321e-04   3.1974537e+00   1.4253142e-05
   9.0180361e-04   2.5125690e+00   2.3082518e-05
   9.0180361e-04   3.2343740e+00   1.3929602e-05
   9.0180361e-04   2.9759150e+00   1.6454251e-05
   1.0020040e-03   3.1363966e+00   1.4813484e-05
   1.0020040e-03   3.6591706e+00   1.0883131e-05
   1.0020040e-03   2.8905650e+00   1.7440289e-05
   1.1022044e-03   3.4639873e+00   1.2144135e-05
   1.1022044e-03   3.8396585e+00   9.8840279e-06
   1.1022044e-03   2.6902843e+00   2.0133664e-05
   1.2024048e-03   3.7919268e+00   1.0134429e-05
   1.2024048e-03   4.0244909e+00   8.9969906e-06
   1.2024048e-03   2.4901489e+00   2.3500035e-05
   1.3026052e-03             NaN             NaN
   1.3026052e-03   3.6654045e+00   1.0846143e-05
   1.3026052e-03   2.5365517e+00   2.2648097e-05
   1.4028056e-03             NaN             NaN
   1.4028056e-03   3.2195085e+00   1.4058533e-05
   1.4028056e-03   2.5185902e+00   2.2972282e-05
